"# @inbook{heinrich1995x, author={Heinrich, Kurt F J}, chapter={{An Evaluation of Electron Probe Methods}}, title={{X-Ray Spectrometry in Electron Beam Instruments}}, editor={Goldstein, Joseph and Newbury, Dale E and Williams, David B}, year={1995}, publisher={Plenum Press} }",,,,,,,,,
"# Scanned from Heinrich's original manuscript by John Fournelle and digitized by Aurelien Moy - May 2020",,,,,,,,,
"# Item 909 is missing from both the author's manuscript and the published document",,,,,,,,,
"# The sources of data used in the compilation are as follows:",,,,,,,,,
"# 1. Bastin’s measurements of borides: G. F. Bastin and H. J. M. Heijligers, Report ISBN 90-68 19-006—7 CIP, University for Physical Chemistry, Eindhoven, Netherlands.",,,,,,,,,
"# 2. Goldstein et al. measurements: J. I. Goldstein, F. J. Majeske, and H. Yakowitz, Adv. X-Ray Anal. 10, 431 (1967).",,,,,,,,,
"# 3. J. Colby and D. K. Conley’s measurements: J. Colby and D. K. Conley, in: X-Ray Optics and Microanalysis, (Castaing et al., eds.), Hermann, Paris, p. 263 (1966).",,,,,,,,,
"# 4. NBS 1 measurements: K. F. J. Heinrich et al., NBS Special Publication 260—28 (1971).",,,,,,,,,
"# 5. Pouchou’s compilation: J.-L. Pouchou, in: Electron Probe Quantitation (K. F. J. Heinrich and D. E. Newbury, eds.) Plenum, New York, p. 64 (1991).",,,,,,,,,
"# 6. Sewell et al. compilation: D. A. Sewell, G. Love and V. D. Scott, J. Phys. D: Appl. Phys. 18, 1245 (1985).",,,,,,,,,
"# 7. Bastin Data Basis: personal communication (1990).",,,,,,,,,
"# 8. NBS 2 measurements: R. Marinenko (NBS) and Hiroyoshi Konuma (Jap. Nat. Res. Inst. of Police Science, Tokyo), 1986 (unpublished).",,,,,,,,,
"# 9. P. F. Hlava’s (Sandia) measurements: personal communication. See also: A. D. Romig Jr. et al., in: Microbeam Analysis—1987 (R. H. Geiss, ed.) San Francisco Press, San Francisco, p. 15 (1987)",,,,,,,,,
"# 10. Schreiber’s measurements: T. P. Schreiber and R. A. Waldo, in: Proceedings of ICXOM11, (J.D. Brown and R. H. Packwood, eds.), U. London, Ontario, Canada, p.265 (1986).",,,,,,,,,
"# 11. Bastin compilation 2: personal communication (1990)",,,,,,,,,
"# Line: Ka=1, Kb=2, La1=3, Lb1=4, Ma1=8, Mb1=9",,,,,,,,,
"# Items 857 to 860 appear to be in error by a factor of 0.1 in Heinrich's document. Otherwise the data seems reliable.",,,,,,,,,
Item,Line,Z1,Z2,C1,E0,Ec,TOA,Kexp,Origin
785,1,28,5,0.9422,12000,8331,40,0.9262,1
786,1,28,5,0.9422,15000,8331,40,0.9303,1
787,1,28,5,0.9422,20000,8331,40,0.9358,1
788,1,28,5,0.9422,25000,8331,40,0.938,1
789,1,28,5,0.9422,30000,8331,40,0.9382,1
790,1,28,8,0.786,10000,8331,40,0.717,6
791,1,28,8,0.786,15000,8331,40,0.754,6
792,1,28,8,0.786,20000,8331,40,0.76,6
793,1,28,8,0.786,25000,8331,40,0.764,6
794,1,28,13,0.421,10000,8331,16.2,0.36,7
795,1,28,13,0.421,15000,8331,16.2,0.37,7
796,1,28,13,0.421,20000,8331,16.2,0.38,7
797,1,28,13,0.421,25000,8331,16.2,0.385,7
798,1,28,13,0.421,30000,8331,16.2,0.385,7
799,1,28,13,0.421,35000,8331,16.2,0.385,7
800,1,28,13,0.592,10000,8331,16.2,0.525,7
801,1,28,13,0.592,15000,8331,16.2,0.54,7
802,1,28,13,0.592,20000,8331,16.2,0.555,7
803,1,28,13,0.592,25000,8331,16.2,0.56,7
804,1,28,13,0.592,30000,8331,16.2,0.56,7
805,1,28,13,0.592,35000,8331,16.2,0.56,7
806,1,28,13,0.4204,10000,8331,40,0.365,6
807,1,28,13,0.4204,15000,8331,40,0.396,6
808,1,28,13,0.4204,20000,8331,40,0.394,6
809,1,28,13,0.4204,25000,8331,40,0.401,6
810,1,28,13,0.4204,30000,8331,40,0.402,6
811,1,28,13,0.4204,35000,8331,40,0.407,6
812,1,28,23,0.2,30000,8331,30,0.164,7
813,1,28,26,0.051,20000,8331,18,0.04,7
814,1,28,26,0.1,20000,8331,18,0.079,7
815,1,28,26,0.198,20000,8331,18,0.161,7
816,1,28,26,0.563,20000,8331,18,0.507,7
817,1,28,26,0.63,20000,8331,18,0.568,7
818,1,28,26,0.895,20000,8331,18,0.869,7
819,1,28,26,0.098,10000,8331,20,0.098,7
820,1,28,26,0.098,15000,8331,20,0.08,7
821,1,28,26,0.098,20000,8331,20,0.08,7
822,1,28,26,0.098,25000,8331,20,0.074,7
823,1,28,26,0.098,30000,8331,20,0.066,7
824,1,28,26,0.098,35000,8331,20,0.057,7
825,1,28,26,0.098,40000,8331,20,0.048,7
826,1,28,26,0.098,10000,8331,75,0.0973,5
827,1,28,26,0.098,15000,8331,75,0.0916,5
828,1,28,26,0.098,20000,8331,75,0.0886,5
829,1,28,26,0.098,25000,8331,75,0.0858,5
830,1,28,26,0.098,30000,8331,75,0.0835,5
831,1,28,26,0.098,35000,8331,75,0.0776,5
832,1,28,26,0.098,40000,8331,75,0.0746,5
833,2,28,29,0.435,10200,8331,40,0.4473,5
834,2,28,29,0.435,12500,8331,40,0.4509,5
835,2,28,29,0.435,15300,8331,40,0.4504,5
836,2,28,29,0.435,20500,8331,40,0.4387,5
837,2,28,29,0.435,25600,8331,40,0.4454,5
838,2,28,29,0.435,30700,8331,40,0.4457,5
839,2,28,29,0.435,40000,8331,40,0.446,5
840,1,28,47,0.2,30000,8331,30,0.173,7
841,1,28,50,0.4259,20000,8331,40,0.4587,7
842,1,28,78,0.065,30000,8331,15.5,0.067,7
843,1,28,78,0.164,30000,8331,15.5,0.166,7
844,1,28,78,0.297,30000,8331,15.5,0.305,7
845,1,28,78,0.551,30000,8331,15.5,0.56,7
846,1,29,13,0.536,28500,8980,16,0.496,5
847,1,29,13,0.0555,15900,8980,40,0.0469,5
848,1,29,13,0.0555,21200,8980,40,0.0479,5
849,1,29,13,0.0555,31800,8980,40,0.0487,5
850,1,29,13,0.0555,39300,8980,40,0.0483,5
851,1,29,13,0.541,10000,8980,40,0.456,6
852,1,29,13,0.541,15000,8980,40,0.491,6
853,1,29,13,0.541,20000,8980,40,0.501,6
854,1,29,13,0.541,25000,8980,40,0.502,6
855,1,29,13,0.541,30000,8980,40,0.51,6
856,1,29,13,0.541,35000,8980,40,0.511,6
857,3,29,30,0.555,15900,931,40,0.0515,5
858,3,29,30,0.555,21200,931,40,0.0523,5
859,3,29,30,0.555,31800,931,40,0.0514,5
860,3,29,30,0.555,39900,931,40,0.0509,5
861,1,29,30,5.65,10100,8980,40,0.558,5
862,1,29,28,0.565,12500,8980,40,0.5547,5
863,1,29,28,0.565,15300,8980,40,0.5556,5
864,1,29,28,0.565,20400,8980,40,0.5574,5
865,1,29,28,0.565,25600,8980,40,0.561,5
866,1,29,28,0.565,30700,8980,40,0.5587,5
867,1,29,28,0.565,40000,8980,40,0.5557,5
868,2,29,28,0.565,10200,8980,40,0.5494,5
869,2,29,28,0.565,12500,8980,40,0.5418,5
870,2,29,28,0.565,15300,8980,40,0.5334,5
871,2,29,28,0.565,20500,8980,40,0.5308,5
872,2,29,28,0.565,25600,8980,40,0.5143,5
873,2,29,28,0.565,30700,8980,40,0.5014,5
874,2,29,28,0.565,40000,8980,40,0.477,5
875,1,29,30,0.729,25000,8980,18,0.73,7
876,1,29,79,0.201,30000,8980,15.5,0.194,5
877,1,29,79,0.399,30000,8980,15.5,0.386,7
878,1,29,79,0.598,30000,8980,15.5,0.585,7
879,1,29,79,0.794,30000,8980,15.5,0.789,6
880,1,29,79,0.794,30000,8980,15.5,0.789,7
881,1,29,79,0.4,16800,8980,16,0.456,7
882,1,29,79,0.4,22500,8980,16,0.426,7
883,1,29,79,0.473,28500,8980,16,0.47,7
884,1,29,79,0.762,28500,8980,16,0.758,7
885,1,29,79,0.8,16000,8980,16,0.798,6
886,1,29,79,0.8,16800,8980,16,0.798,7
887,1,29,79,0.4,28200,8980,17.1,0.398,7
888,1,29,79,0.4,39300,8980,17.1,0.362,7
889,1,29,79,0.199,25000,8980,18,0.213,7
890,1,29,79,0.396,25000,8980,18,0.417,7
891,1,29,79,0.599,25000,8980,18,0.62,7
892,1,29,79,0.79,25000,8980,18,0.807,7
893,1,29,79,0.198,12000,8980,40,0.264,5
894,1,29,79,0.198,14000,8980,40,0.257,5
895,1,29,79,0.198,16000,8980,40,0.252,5
896,1,29,79,0.198,20000,8980,40,0.245,5
897,1,29,79,0.198,25000,8980,40,0.235,5
898,1,29,79,0.396,16000,8980,40,0.472,1
899,1,29,79,0.396,12000,8980,40,0.494,5
900,1,29,79,0.396,14000,8980,40,0.476,5
901,1,29,79,0.396,20000,8980,40,0.463,5
902,1,29,79,0.396,25000,8980,40,0.447,5
903,1,29,79,0.492,13000,8980,40,0.585,5
904,1,29,79,0.492,15700,8980,40,0.5697,5
905,1,29,79,0.492,20900,8980,40,0.5534,5
906,1,29,79,0.492,26100,8980,40,0.5403,5
907,1,29,79,0.492,31300,8980,40,0.5298,5
908,1,29,79,0.492,39500,8980,40,0.516,5
910,1,29,79,0.599,12000,8980,40,0.694,5
911,1,29,79,0.599,14000,8980,40,0.675,5
912,1,29,79,0.599,16000,8980,40,0.67,5
913,1,29,79,0.599,20000,8980,40,0.655,5
914,1,29,79,0.599,25000,8980,40,0.643,5
915,1,29,79,0.604,14000,8980,40,0.511,5
916,1,29,79,0.7,13000,8980,40,0.7758,5
917,1,29,79,0.7,15700,8980,40,0.7583,5
918,1,29,79,0.7,20900,8980,40,0.7468,5
919,1,29,79,0.7,26100,8980,40,0.7387,5
920,1,29,79,0.7,31300,8980,40,0.727,5
921,1,29,79,0.7,36500,8980,40,0.7223,5
922,1,29,79,0.7,38500,8980,40,0.7161,5
923,1,29,79,0.799,12000,8980,40,0.853,5
924,1,29,79,0.799,14000,8980,40,0.845,5
925,1,29,79,0.799,16000,8980,40,0.845,5
926,1,29,79,0.799,20000,8980,40,0.835,5
927,1,29,79,0.799,25000,8980,40,0.827,5
928,1,29,79,0.1983,12000,8980,52.5,0.273,4
929,1,29,79,0.1983,15000,8980,52.5,0.254,4
930,1,29,79,0.1983,20000,8980,52.5,0.247,4
931,1,29,79,0.1983,25000,8980,52.5,0.24,4
932,1,29,79,0.1983,30000,8980,52.5,0.235,4
933,1,29,79,0.1983,40000,8980,52.5,0.218,4
934,1,29,79,0.1983,48500,8980,52.5,0.209,4
935,1,29,79,0.3964,12000,8980,52.5,0.5,4
936,1,29,79,0.3964,15000,8980,52.5,0.48,4
937,1,29,79,0.3964,20000,8980,52.5,0.464,4
938,1,29,79,0.3964,25000,8980,52.5,0.443,4
939,1,29,79,0.3964,30000,8980,52.5,0.453,4
940,1,29,79,0.3964,40000,8980,52.5,0.416,4
941,1,29,79,0.3964,48500,8980,52.5,0.414,4
942,1,29,79,0.5992,12000,8980,52.5,0.698,4
943,1,29,79,0.5992,15000,8980,52.5,0.676,4
944,1,29,79,0.5992,20000,8980,52.5,0.663,4
945,1,29,79,0.5992,25000,8980,52.5,0.651,4
946,1,29,79,0.5992,30000,8980,52.5,0.644,4
947,1,29,79,0.5992,40000,8980,52.5,0.616,4
948,1,29,79,0.5992,48500,8980,52.5,0.604,4
949,1,29,79,0.7985,12000,8980,52.5,0.869,4
950,1,29,79,0.7985,15000,8980,52.5,0.851,4
951,1,29,79,0.7985,20000,8980,52.5,0.841,4
952,1,29,79,0.7985,25000,8980,52.5,0.834,4
953,1,29,79,0.7985,30000,8980,52.5,0.826,4
954,1,29,79,0.7985,40000,8980,52.5,0.815,4
955,1,29,79,0.7985,48500,8980,52.5,0.8,4
956,3,29,79,0.1983,5000,931,52.5,0.21,4
957,3,29,79,0.1983,7500,931,52.5,0.203,4
958,3,29,79,0.1983,10000,931,52.5,0.166,4
959,3,29,79,0.1983,12000,931,52.5,0.155,4
960,3,29,79,0.1983,15000,931,52.5,0.136,4
961,3,29,79,0.1983,20000,931,52.5,0.109,4
962,3,29,79,0.1983,25000,931,52.5,0.097,4
963,3,29,79,0.1983,30000,931,52.5,0.087,4
964,3,29,79,0.1983,40000,931,52.5,0.067,4
965,3,29,79,0.1983,48500,931,52.5,0.069,4
966,3,29,79,0.3964,5000,931,52.5,0.417,4
967,3,29,79,0.3964,7500,931,52.5,0.404,4
968,3,29,79,0.3964,10000,931,52.5,0.354,4
969,3,29,79,0.3964,12000,931,52.5,0.325,4
970,3,29,79,0.3964,15000,931,52.5,0.295,4
971,3,29,79,0.3964,20000,931,52.5,0.247,4
972,3,29,79,0.3964,25000,931,52.5,0.219,4
973,3,29,79,0.3964,30000,931,52.5,0.2,4
974,3,29,79,0.3964,40000,931,52.5,0.166,4
975,3,29,79,0.3964,48500,931,52.5,0.161,4
976,3,29,79,0.5992,5000,931,52.5,0.619,4
977,3,29,79,0.5992,7500,931,52.5,0.604,4
978,3,29,79,0.5992,10000,931,52.5,0.557,4
979,3,29,79,0.5992,12000,931,52.5,0.524,4
980,3,29,79,0.5992,15000,931,52.5,0.484,4
981,3,29,79,0.5992,20000,931,52.5,0.428,4
982,3,29,79,0.5992,25000,931,52.5,0.387,4
983,3,29,79,0.5992,30000,931,52.5,0.36,4
984,3,29,79,0.5992,40000,931,52.5,0.313,4
985,3,29,79,0.5992,48500,931,52.5,0.304,4
986,3,29,79,0.7985,5000,931,52.5,0.815,4
987,3,29,79,0.7985,7500,931,52.5,0.809,4
988,3,29,79,0.7985,10000,931,52.5,0.764,4
989,3,29,79,0.7985,12000,931,52.5,0.747,4
990,3,29,79,0.7985,15000,931,52.5,0.716,4
991,3,29,79,0.7985,20000,931,52.5,0.672,4
992,3,29,79,0.7985,25000,931,52.5,0.632,4
993,3,29,79,0.7985,30000,931,52.5,0.602,4
994,3,29,79,0.7985,40000,931,52.5,0.55,4
995,3,29,79,0.7985,48500,931,52.5,0.544,4
996,1,30,16,0.671,15000,9669,75,0.62,7
997,1,30,16,0.671,20000,9669,75,0.62,7
998,1,30,16,0.671,25000,9669,75,0.626,7
999,1,30,16,0.671,30000,9669,75,0.628,7
1000,1,30,29,0.271,25000,9669,18,0.273,7
1001,1,33,31,0.518,15000,11866,20,0.492,7
1002,1,33,31,0.518,20000,11866,20,0.477,7
1003,1,33,31,0.518,25000,11866,20,0.465,7
1004,1,33,31,0.518,30000,11866,20,0.446,7
1005,1,33,31,0.518,35000,11866,20,0.428,7
1006,1,33,49,0.395,15000,11866,20,0.418,7
1007,1,33,49,0.395,20000,11866,20,0.405,7
1008,1,33,49,0.395,25000,11866,20,0.394,7
1009,1,33,49,0.395,30000,11866,20,0.385,7
1010,1,33,49,0.395,35000,11866,20,0.377,7
1011,3,40,5,0.8211,4000,2222,40,0.754,1
1012,3,40,5,0.8211,6000,2222,40,0.7662,1
1013,3,40,5,0.8211,8000,2222,40,0.777,1
1014,3,40,5,0.8211,10000,2222,40,0.7855,1
1015,3,40,5,0.8211,12000,2222,40,0.793,1
1016,3,40,5,0.8211,20000,2222,40,0.814,1
1017,3,40,5,0.8211,25000,2222,40,0.8225,1
1018,3,40,5,0.8211,30000,2222,40,0.829,1
1019,3,40,5,0.8211,15000,2222,40,0.8024,5
1020,3,40,6,0.9145,4000,2222,40,0.8981,11
1021,3,40,6,0.9145,6000,2222,40,0.9011,11
1022,3,40,6,0.9145,8000,2222,40,0.9033,11
1023,3,40,6,0.9145,10000,2222,40,0.9055,11
1024,3,40,6,0.9145,12000,2222,40,0.907,11
1025,3,40,6,0.9145,15000,2222,40,0.9088,11
1026,3,40,6,0.9145,20000,2222,40,0.9095,11
1027,3,40,6,0.9145,25000,2222,40,0.91,11
1028,3,40,6,0.9145,30000,2222,40,0.911,11
1029,1,40,8,0.945,28500,17998,15,0.92,6
1030,1,40,8,0.945,28500,17998,15,0.92,7
1031,3,40,8,0.74,10000,2222,20,0.643,7
1032,3,40,8,0.74,20000,2222,20,0.649,7
1033,3,40,8,0.74,10000,2222,40,0.682,6
1034,3,40,8,0.74,15000,2222,40,0.699,6
1035,1,40,13,0.53,28500,17998,15,0.472,6
1036,1,40,13,0.53,28500,17998,15,0.472,7
1037,1,40,14,0.62,28500,17998,15,0.544,6
1038,1,40,14,0.62,28500,17998,15,0.544,7
1039,1,40,14,0.796,28500,17998,15,0.748,6
1040,1,40,14,0.796,28500,17998,15,0.748,7
1041,3,41,5,0.8958,6000,2371,30,0.868,1
1042,3,41,5,0.8285,4000,2371,40,0.7502,1
1043,3,41,5,0.8285,6000,2371,40,0.764,1
1044,3,41,5,0.8285,8000,2371,40,0.776,1
1045,3,41,5,0.8285,10000,2371,40,0.7862,1
1046,3,41,5,0.8285,12000,2371,40,0.795,1
1047,3,41,5,0.8285,15000,2371,40,0.806,1
1048,3,41,5,0.8285,20000,2371,40,0.821,1
1049,3,41,5,0.8285,25000,2371,40,0.8338,1
1050,3,41,5,0.8285,30000,2371,40,0.8442,1
1051,3,41,5,0.8958,4000,2371,40,0.8588,1
1052,3,41,5,0.8958,8000,2371,40,0.8758,1
1053,3,41,5,0.8958,10000,2371,40,0.882,1
1054,3,41,5,0.8958,12000,2371,40,0.8878,1
1055,3,41,5,0.8958,15000,2371,40,0.8942,1
1056,3,41,5,0.8958,20000,2371,40,0.9036,1
1057,3,41,5,0.8958,25000,2371,40,0.91,1
1058,3,41,5,0.8958,30000,2371,40,0.9157,1
1059,3,41,6,0.886,7000,2371,18,0.868,7
1060,3,41,6,0.885,10000,2371,40,0.876,7
1061,3,41,6,0.886,4000,2371,40,0.8845,7
1062,3,41,6,0.886,6000,2371,40,0.8823,7
1063,3,41,6,0.886,8000,2371,40,0.8864,7
1064,3,41,6,0.9145,4000,2371,40,0.875,11
1065,3,41,6,0.9145,6000,2371,40,0.8822,11
1066,3,41,6,0.9145,8000,2371,40,0.888,11
1067,3,41,6,0.9145,10000,2371,40,0.893,11
1068,3,41,6,0.9145,12000,2371,40,0.897,11
1069,3,41,6,0.9145,15000,2371,40,0.9022,11
1070,3,41,6,0.9145,20000,2371,40,0.9088,11
1071,3,41,6,0.9145,25000,2371,40,0.9135,11
1072,3,41,6,0.9145,30000,2371,40,0.9175,11
1073,3,41,22,0.65,25000,2371,18,0.599,7
1074,3,41,23,0.08,10000,2371,20,0.07,7
1075,3,41,23,0.08,15000,2371,20,0.068,7
1076,3,41,23,0.08,10000,2371,52.5,0.0757,5
1077,3,41,23,0.08,15000,2371,52.5,0.0761,5
1078,3,41,23,0.08,20000,2371,52.5,0.073,5
1079,3,41,23,0.08,25000,2371,52.5,0.0698,5
1080,3,41,23,0.08,30000,2371,52.5,0.0657,5
1081,3,41,23,0.08,10000,2371,75,0.073,5
1082,3,41,23,0.08,15000,2371,75,0.074,5
1083,3,41,23,0.08,20000,2371,75,0.0739,5
1084,3,41,23,0.08,25000,2371,75,0.073,5
1085,3,41,23,0.08,30000,2371,75,0.0722,5
1086,3,41,23,0.08,35000,2371,75,0.0707,5
1087,3,41,23,0.08,40000,2371,75,0.0684,5
1088,3,41,23,0.08,10000,2371,75,0.073,7
1089,3,41,92,0.0132,10000,2371,40,0.0144,9
1090,3,41,92,0.0132,15000,2371,40,0.0119,9
1091,3,41,92,0.0132,20000,2371,40,0.0108,9
1092,3,41,92,0.0132,25000,2371,40,0.0097,9
1093,3,41,92,0.0132,30000,2371,40,0.0086,9
1094,3,41,92,0.0132,35000,2371,40,0.0082,9
1095,3,41,92,0.0132,40000,2371,40,0.0077,9
1096,3,41,92,0.0189,10000,2371,40,0.0205,9
1097,3,41,92,0.0189,15000,2371,40,0.0172,9
1098,3,41,92,0.0189,20000,2371,40,0.0156,9
1099,3,41,92,0.0189,25000,2371,40,0.0137,9
1100,3,41,92,0.0189,30000,2371,40,0.0128,9
1101,3,41,92,0.0189,35000,2371,40,0.0118,9
1102,3,41,92,0.0189,40000,2371,40,0.0112,9
1103,3,41,92,0.0406,10000,2371,40,0.044,9
1104,3,41,92,0.0406,15000,2371,40,0.0362,9
1105,3,41,92,0.0406,20000,2371,40,0.0334,9
1106,3,41,92,0.0406,25000,2371,40,0.0301,9
1107,3,41,92,0.0406,30000,2371,40,0.0271,9
1108,3,41,92,0.0406,35000,2371,40,0.0253,9
1109,3,41,92,0.0406,40000,2371,40,0.0235,9
1110,3,41,92,0.0587,10000,2371,40,0.0629,9
1111,3,41,92,0.0587,15000,2371,40,0.0527,9
1112,3,41,92,0.0587,20000,2371,40,0.0479,9
1113,3,41,92,0.0587,25000,2371,40,0.0433,9
1114,3,41,92,0.0587,30000,2371,40,0.0396,9
1115,3,41,92,0.0587,35000,2371,40,0.037,9
1116,3,41,92,0.0587,40000,2371,40,0.034,9
1117,3,41,92,0.0741,10000,2371,40,0.0817,9
1118,3,41,92,0.0741,15000,2371,40,0.0661,9
1119,3,41,92,0.0741,20000,2371,40,0.0611,9
1120,3,41,92,0.0741,25000,2371,40,0.0549,9
1121,3,41,92,0.0741,30000,2371,40,0.0501,9
1122,3,41,92,0.0741,35000,2371,40,0.0468,9
1123,3,41,92,0.0741,40000,2371,40,0.0434,9
1124,3,41,92,0.1286,10000,2371,40,0.1417,9
1125,3,41,92,0.1286,15000,2371,40,0.1158,9
1126,3,41,92,0.1286,20000,2371,40,0.1066,9
1127,3,41,92,0.1286,25000,2371,40,0.0965,9
1128,3,41,92,0.1286,30000,2371,40,0.0884,9
1129,3,41,92,0.1286,35000,2371,40,0.0831,9
1130,3,41,92,0.1286,40000,2371,40,0.0762,9
1131,3,42,5,0.8987,4000,2520,40,0.8401,1
1132,3,42,5,0.8987,6000,2520,40,0.85,1
1133,3,42,5,0.8987,8000,2520,40,0.858,1
1134,3,42,5,0.8987,10000,2520,40,0.866,1
1135,3,42,5,0.8987,12000,2520,40,0.8731,1
1136,3,42,5,0.8987,15000,2520,40,0.8828,1
1137,3,42,5,0.8987,20000,2520,40,0.8978,1
1138,3,42,5,0.8987,25000,2520,40,0.91,1
1139,3,42,5,0.8987,30000,2520,40,0.9202,1
1140,3,42,6,0.9442,4000,2520,40,0.906,11
1141,3,42,6,0.9442,6000,2520,40,0.9128,11
1142,3,42,6,0.9442,8000,2520,40,0.9182,11
1143,3,42,6,0.9442,10000,2520,40,0.9225,11
1144,3,42,6,0.9442,12000,2520,40,0.9264,11
1145,3,42,6,0.9442,15000,2520,40,0.9312,11
1146,3,42,6,0.9442,20000,2520,40,0.9373,11
1147,3,42,6,0.9442,25000,2520,40,0.9418,11
1148,3,42,6,0.9442,30000,2520,40,0.9458,11
1149,3,42,8,0.67,5000,2520,40,0.539,6
1150,3,42,8,0.67,10000,2520,40,0.581,6
1151,3,42,8,0.67,15000,2520,40,0.599,6
1152,1,42,14,0.631,30000,20000,20,0.56,7
1153,1,42,14,0.631,35000,20000,20,0.567,7
1154,3,42,14,0.631,10000,2520,20,0.485,7
1155,3,42,14,0.631,15000,2520,20,0.454,7
1156,3,42,14,0.631,20000,2520,20,0.413,7
1157,3,42,14,0.631,25000,2520,20,0.377,7
1158,3,42,14,0.631,30000,2520,20,0.354,7
1159,3,42,74,0.215,5000,2520,18,0.23,7
1160,3,42,74,0.2,10000,2520,52.5,0.212,7
1161,3,42,74,0.2,15000,2520,52.5,0.164,7
1162,3,42,74,0.2,20000,2520,52.5,0.143,7
1163,3,44,73,0.193,30000,2838,15.5,0.067,7
1164,3,44,73,0.358,30000,2838,15.5,0.14,7
1165,3,44,73,0.456,30000,2838,15.5,0.197,7
1166,3,44,73,0.566,30000,2838,15.5,0.282,7
1167,3,44,73,0.835,30000,2838,15.5,0.614,7
1168,3,45,74,0.024,30000,3004,15.5,0.008,7
1169,3,45,74,0.41,30000,3004,15.5,0.185,7
1170,3,45,74,0.564,30000,3004,15.5,0.293,7
1171,3,45,74,0.688,30000,3004,15.5,0.425,7
1172,3,45,74,0.911,30000,3004,15.5,0.776,7
1173,3,46,79,0.359,5200,3173,40,0.3921,5
1174,3,46,79,0.359,10300,3173,40,0.3342,5
1175,3,46,79,0.359,15500,3173,40,0.2876,5
1176,3,46,79,0.359,20700,3173,40,0.2445,5
1177,3,46,79,0.359,25800,3173,40,0.2154,5
1178,3,46,79,0.359,31000,3173,40,0.1898,5
1179,3,46,79,0.359,36200,3173,40,0.1742,5
1180,3,47,79,0.1995,10000,3351,40,0.1853,8
1181,3,47,79,0.1995,15000,3351,40,0.1576,8
1182,3,47,79,0.1995,20000,3351,40,0.1343,8
1183,3,47,79,0.1995,25000,3351,40,0.1153,8
1184,3,47,79,0.1995,30000,3351,40,0.1006,8
1185,3,47,79,0.3995,10000,3351,40,0.3783,8
1186,3,47,79,0.3995,15000,3351,40,0.3349,8
1187,3,47,79,0.3995,20000,3351,40,0.2959,8
1188,3,47,79,0.3995,25000,3351,40,0.2606,8
1189,3,47,79,0.3995,30000,3351,40,0.2323,8
1190,3,47,79,0.5997,10000,3351,40,0.5803,8
1191,3,47,79,0.5997,15000,3351,40,0.5327,8
1192,3,47,79,0.5997,20000,3351,40,0.4875,8
1193,3,47,79,0.5997,25000,3351,40,0.4458,8
1194,3,47,79,0.5997,30000,3351,40,0.4074,8
1195,3,47,79,0.7757,10000,3351,40,0.7627,8
1196,3,47,79,0.7757,15000,3351,40,0.7248,8
1197,3,47,79,0.7757,20000,3351,40,0.6869,8
1198,3,47,79,0.7757,25000,3351,40,0.651,8
1199,3,47,79,0.7757,30000,3351,40,0.6161,8
1200,3,47,79,0.1996,5000,3351,52.5,0.223,4
1201,3,47,79,0.1996,10000,3351,52.5,0.191,4
1202,3,47,79,0.1996,20000,3351,52.5,0.144,4
1203,3,47,79,0.1996,30000,3351,52.5,0.109,4
1204,3,47,79,0.1996,40000,3351,52.5,0.0887,4
1205,3,47,79,0.1996,48500,3351,52.5,0.0795,4
1206,3,47,79,0.1996,5000,3351,52.5,0.223,6
1207,3,47,79,0.3992,5000,3351,52.5,0.436,4
1208,3,47,79,0.3992,10000,3351,52.5,0.386,4
1209,3,47,79,0.3992,20000,3351,52.5,0.309,4
1210,3,47,79,0.3992,30000,3351,52.5,0.245,4
1211,3,47,79,0.3992,40000,3351,52.5,0.208,4
1212,3,47,79,0.3992,48500,3351,52.5,0.181,4
1213,3,47,79,0.3992,5000,3351,52.5,0.436,6
1214,3,47,79,0.5993,5000,3351,52.5,0.624,4
1215,3,47,79,0.5993,10000,3351,52.5,0.584,4
1216,3,47,79,0.5993,20000,3351,52.5,0.504,4
1217,3,47,79,0.5993,30000,3351,52.5,0.426,4
1218,3,47,79,0.5993,40000,3351,52.5,0.375,4
1219,3,47,79,0.5993,48500,3351,52.5,0.339,4
1220,3,47,79,0.7758,5000,3351,52.5,0.807,4
1221,3,47,79,0.7758,10000,3351,52.5,0.764,4
1222,3,47,79,0.7758,20000,3351,52.5,0.706,4
1223,3,47,79,0.7758,30000,3351,52.5,0.636,4
1224,3,47,79,0.7758,40000,3351,52.5,0.586,4
1225,3,47,79,0.7758,48500,3351,52.5,0.542,4
1226,4,47,79,0.1996,15000,3524,52.5,0.167,4
1227,4,47,79,0.1996,20000,3524,52.5,0.146,4
1228,4,47,79,0.1996,30000,3524,52.5,0.112,4
1229,4,47,79,0.1996,40000,3524,52.5,0.0898,4
1230,4,47,79,0.1996,48500,3524,52.5,0.072,4
1231,4,47,79,0.3992,30000,3524,52.5,0.253,1
1232,4,47,79,0.3992,15000,3524,52.5,0.349,4
1233,4,47,79,0.3992,20000,3524,52.5,0.312,4
1234,4,47,79,0.3992,40000,3524,52.5,0.209,4
1235,4,47,79,0.3992,48500,3524,52.5,0.175,4
1236,4,47,79,0.5993,15000,3524,52.5,0.548,4
1237,4,47,79,0.5993,20000,3524,52.5,0.506,4
1238,4,47,79,0.5993,30000,3524,52.5,0.436,4
1239,4,47,79,0.5993,40000,3524,52.5,0.368,4
